session_id,user_id,login_time,logout_time,session_duration,device,browser
123,648,2024-08-14 11:18:35,2024-08-14 12:22:35,64,Tablet,Edge
124,359,2025-07-16 07:42:47,2025-07-16 08:08:47,26,Mobile,Firefox
125,669,2024-11-20 03:45:58,2024-11-20 04:01:58,16,Desktop,Safari
126,492,2025-06-06 11:46:18,2025-06-06 11:57:18,11,Tablet,Firefox
127,933,2024-08-22 00:34:23,2024-08-22 01:00:23,26,Mobile,Firefox
128,177,2024-11-13 13:19:44,2024-11-13 16:55:44,216,Tablet,Firefox
129,93,2024-12-19 01:58:47,2024-12-19 04:42:47,164,Mobile,Edge
130,877,2025-12-13 00:41:58,2025-12-13 01:55:58,74,Tablet,Firefox
131,356,2026-05-29 22:52:57,2026-05-30 02:08:57,196,Tablet,Chrome
132,582,2026-01-12 11:24:29,2026-01-12 14:34:29,190,Tablet,Firefox
133,827,2025-10-28 21:25:22,2025-10-28 22:35:22,70,Desktop,Edge
134,895,2025-02-20 19:39:00,2025-02-20 21:58:00,139,Tablet,Safari
135,282,2024-11-11 23:50:17,2024-11-12 01:24:17,94,Desktop,Edge
136,796,2025-05-21 05:33:15,2025-05-21 06:26:15,53,Mobile,Edge
137,454,2026-02-22 06:40:30,2026-02-22 09:14:30,154,Mobile,Chrome
138,486,2025-03-17 07:21:41,2025-03-17 08:11:41,50,Mobile,Firefox
139,611,2025-05-05 12:33:39,2025-05-05 13:12:39,39,Mobile,Safari
140,526,2024-09-24 14:09:41,2024-09-24 15:44:41,95,Mobile,Edge
141,448,2024-09-13 17:27:00,2024-09-13 21:10:00,223,Tablet,Edge
142,222,2025-11-23 18:55:48,2025-11-23 20:42:48,107,Desktop,Edge
143,648,2024-08-14 15:35:52,2024-08-14 19:18:52,223,Desktop,Safari
144,731,2025-02-15 02:41:09,2025-02-15 05:38:09,177,Tablet,Chrome
145,830,2025-05-22 03:06:54,2025-05-22 06:32:54,206,Mobile,Safari
146,273,2025-02-08 21:24:12,2025-02-09 01:14:12,230,Mobile,Edge
147,65,2025-06-30 02:29:56,2025-06-30 06:20:56,231,Mobile,Safari
148,769,2025-11-27 10:15:05,2025-11-27 10:33:05,18,Tablet,Firefox
149,661,2025-02-27 00:54:30,2025-02-27 02:42:30,108,Desktop,Edge
150,908,2025-10-06 09:29:41,2025-10-06 12:19:41,170,Desktop,Firefox
151,264,2026-02-15 08:37:38,2026-02-15 12:15:38,218,Mobile,Safari
152,104,2025-11-19 18:31:09,2025-11-19 19:40:09,69,Mobile,Chrome
153,850,2026-01-06 10:05:36,2026-01-06 11:43:36,98,Desktop,Edge
154,348,2024-10-27 00:15:46,2024-10-27 01:50:46,95,Mobile,Firefox
155,582,2026-03-02 18:23:56,2026-03-02 21:14:56,171,Mobile,Chrome
156,83,2024-07-28 12:50:40,2024-07-28 14:46:40,116,Mobile,Firefox
157,421,2025-02-03 03:39:52,2025-02-03 06:50:52,191,Tablet,Firefox
158,78,2025-07-07 11:37:41,2025-07-07 11:50:41,13,Mobile,Chrome
159,452,2024-10-03 08:28:35,2024-10-03 10:18:35,110,Desktop,Chrome
160,341,2025-02-07 12:11:39,2025-02-07 13:44:39,93,Tablet,Edge
161,479,2025-05-02 03:04:36,2025-05-02 04:36:36,92,Tablet,Firefox
162,778,2025-06-09 16:52:33,2025-06-09 17:03:33,11,Desktop,Edge
163,304,2025-10-12 09:07:22,2025-10-12 10:48:22,101,Desktop,Firefox
164,438,2026-06-15 15:39:36,2026-06-15 18:58:36,199,Tablet,Chrome
165,2,2026-02-07 07:48:41,2026-02-07 09:52:41,124,Mobile,Firefox
166,355,2026-03-07 06:14:59,2026-03-07 08:52:59,158,Desktop,Chrome
167,698,2025-09-26 02:27:32,2025-09-26 05:02:32,155,Desktop,Firefox
168,491,2025-03-28 00:49:40,2025-03-28 02:32:40,103,Desktop,Edge
169,779,2024-09-26 21:57:25,2024-09-26 23:06:25,69,Tablet,Safari
170,288,2025-08-02 00:06:37,2025-08-02 01:37:37,91,Desktop,Chrome
171,551,2025-03-03 08:55:22,2025-03-03 10:44:22,109,Mobile,Chrome
172,423,2026-02-06 18:06:18,2026-02-06 20:24:18,138,Tablet,Safari
173,911,2025-10-25 06:47:15,2025-10-25 07:09:15,22,Tablet,Firefox
174,925,2026-04-30 05:52:44,2026-04-30 08:37:44,165,Desktop,Edge
175,89,2024-08-12 00:41:02,2024-08-12 01:28:02,47,Desktop,Chrome
176,53,2024-08-06 19:44:16,2024-08-06 20:00:16,16,Mobile,Firefox
177,138,2025-08-21 11:30:47,2025-08-21 12:28:47,58,Tablet,Edge
178,254,2025-04-15 00:57:27,2025-04-15 03:22:27,145,Mobile,Safari
179,488,2024-09-06 23:51:48,2024-09-07 00:32:48,41,Tablet,Firefox
180,860,2025-08-04 14:50:53,2025-08-04 17:22:53,152,Desktop,Firefox
181,99,2026-01-21 17:35:15,2026-01-21 18:06:15,31,Mobile,Edge
182,111,2025-11-02 03:47:22,2025-11-02 04:19:22,32,Mobile,Edge
183,417,2025-03-15 17:12:11,2025-03-15 17:36:11,24,Tablet,Firefox
184,788,2025-03-20 03:30:07,2025-03-20 04:23:07,53,Desktop,Edge
185,55,2026-05-26 16:56:09,2026-05-26 17:09:09,13,Desktop,Edge
186,146,2026-03-19 04:56:28,2026-03-19 05:55:28,59,Desktop,Safari
187,108,2025-10-25 16:54:20,2025-10-25 18:38:20,104,Desktop,Chrome
188,433,2025-01-28 02:10:58,2025-01-28 04:11:58,121,Mobile,Chrome
189,478,2025-10-10 03:53:17,2025-10-10 07:28:17,215,Desktop,Firefox
190,690,2025-09-28 12:12:37,2025-09-28 15:55:37,223,Desktop,Edge
191,119,2025-12-28 01:21:09,2025-12-28 03:28:09,127,Tablet,Edge
192,959,2025-02-22 12:03:45,2025-02-22 12:31:45,28,Mobile,Firefox
193,150,2025-01-23 05:17:22,2025-01-23 08:38:22,201,Desktop,Safari
194,722,2024-09-15 09:53:16,2024-09-15 13:48:16,235,Desktop,Chrome
195,410,2025-01-16 20:54:11,2025-01-16 21:16:11,22,Mobile,Edge
196,987,2026-06-16 15:04:41,2026-06-16 17:39:41,155,Mobile,Chrome
197,382,2025-10-08 07:09:29,2025-10-08 09:29:29,140,Desktop,Safari
198,570,2024-10-16 07:22:29,2024-10-16 10:56:29,214,Desktop,Firefox
199,563,2025-03-23 10:02:35,2025-03-23 12:06:35,124,Tablet,Chrome
200,862,2025-05-16 14:46:18,2025-05-16 15:50:18,64,Desktop,Edge
201,194,2025-10-14 05:48:25,2025-10-14 09:32:25,224,Tablet,Safari
202,14,2026-05-14 21:54:10,2026-05-14 22:33:10,39,Desktop,Edge
203,31,2025-08-11 01:11:40,2025-08-11 01:33:40,22,Tablet,Chrome
204,221,2025-02-19 04:02:10,2025-02-19 06:36:10,154,Desktop,Edge
205,480,2024-09-04 22:13:55,2024-09-04 23:20:55,67,Tablet,Firefox
206,815,2026-04-27 21:14:00,2026-04-28 00:04:00,170,Mobile,Safari
207,155,2025-11-13 04:17:16,2025-11-13 05:10:16,53,Desktop,Safari
208,615,2026-01-03 09:22:48,2026-01-03 10:30:48,68,Tablet,Firefox
209,462,2025-01-07 06:48:14,2025-01-07 08:38:14,110,Mobile,Edge
210,328,2024-09-05 06:08:23,2024-09-05 08:24:23,136,Tablet,Safari
211,879,2025-11-30 15:05:16,2025-11-30 15:18:16,13,Mobile,Edge
212,648,2025-12-30 23:09:36,2025-12-31 01:45:36,156,Mobile,Edge
213,925,2024-09-25 06:44:24,2024-09-25 09:41:24,177,Desktop,Edge
214,885,2024-12-04 02:33:18,2024-12-04 02:55:18,22,Mobile,Edge
215,997,2025-04-11 16:04:15,2025-04-11 19:06:15,182,Mobile,Safari
216,416,2026-05-21 15:48:12,2026-05-21 17:18:12,90,Desktop,Edge
217,697,2024-09-09 00:18:42,2024-09-09 04:07:42,229,Desktop,Chrome
218,901,2026-01-03 14:22:36,2026-01-03 16:05:36,103,Mobile,Chrome
219,764,2024-10-13 23:19:39,2024-10-14 02:42:39,203,Desktop,Firefox
220,144,2026-02-15 22:30:18,2026-02-15 23:34:18,64,Desktop,Edge
221,463,2025-07-19 07:04:50,2025-07-19 09:30:50,146,Tablet,Edge
222,363,2025-04-16 07:35:49,2025-04-16 11:01:49,206,Tablet,Safari
223,755,2025-12-17 15:38:17,2025-12-17 17:48:17,130,Desktop,Safari
224,64,2025-01-30 21:28:18,2025-01-30 23:02:18,94,Desktop,Firefox
225,504,2024-11-15 07:00:33,2024-11-15 09:58:33,178,Tablet,Firefox
226,945,2026-01-20 10:51:23,2026-01-20 13:38:23,167,Tablet,Firefox
227,302,2024-08-09 01:31:35,2024-08-09 02:38:35,67,Tablet,Edge
228,642,2024-07-30 00:49:04,2024-07-30 03:58:04,189,Desktop,Chrome
229,623,2026-06-21 18:15:12,2026-06-21 20:57:12,162,Mobile,Firefox
230,70,2024-08-25 03:33:01,2024-08-25 05:30:01,117,Mobile,Edge
231,449,2026-04-27 20:46:22,2026-04-27 23:31:22,165,Mobile,Chrome
232,250,2026-05-21 12:12:08,2026-05-21 15:20:08,188,Desktop,Edge
233,218,2024-11-03 14:58:43,2024-11-03 18:51:43,233,Mobile,Chrome
234,665,2025-10-22 22:57:56,2025-10-23 01:58:56,181,Mobile,Firefox
235,504,2026-01-26 02:47:55,2026-01-26 04:44:55,117,Tablet,Chrome
236,658,2025-10-13 18:01:52,2025-10-13 21:23:52,202,Tablet,Edge
237,894,2025-02-28 20:09:37,2025-02-28 22:58:37,169,Mobile,Chrome
238,217,2025-11-17 16:22:19,2025-11-17 18:23:19,121,Mobile,Chrome
239,858,2025-09-09 22:04:02,2025-09-10 01:38:02,214,Desktop,Firefox
240,403,2025-12-06 05:34:26,2025-12-06 07:11:26,97,Mobile,Safari
241,312,2025-02-27 18:42:42,2025-02-27 19:34:42,52,Desktop,Edge
242,681,2025-09-07 05:22:52,2025-09-07 06:13:52,51,Tablet,Edge
243,862,2026-05-01 10:49:32,2026-05-01 12:41:32,112,Tablet,Chrome
244,127,2026-05-04 18:15:18,2026-05-04 18:48:18,33,Tablet,Firefox
245,273,2025-04-24 16:03:46,2025-04-24 19:34:46,211,Tablet,Chrome
246,961,2025-12-03 02:25:12,2025-12-03 03:25:12,60,Desktop,Safari
247,99,2026-01-26 13:28:20,2026-01-26 16:41:20,193,Mobile,Chrome
248,770,2026-04-02 18:05:44,2026-04-02 19:35:44,90,Desktop,Safari
249,879,2026-03-16 08:53:08,2026-03-16 10:01:08,68,Tablet,Chrome
250,173,2024-12-11 15:14:23,2024-12-11 17:12:23,118,Desktop,Chrome
251,819,2026-06-18 01:47:27,2026-06-18 04:21:27,154,Mobile,Safari
252,587,2025-11-18 05:28:16,2025-11-18 06:14:16,46,Mobile,Safari
253,414,2025-03-18 04:25:42,2025-03-18 05:31:42,66,Mobile,Chrome
254,486,2025-04-08 01:41:43,2025-04-08 03:38:43,117,Desktop,Chrome
255,635,2024-11-04 11:40:26,2024-11-04 12:57:26,77,Tablet,Firefox
256,715,2025-08-19 07:38:54,2025-08-19 10:54:54,196,Tablet,Edge
257,735,2024-09-08 01:51:30,2024-09-08 04:11:30,140,Desktop,Safari
258,489,2024-08-28 23:53:42,2024-08-29 02:24:42,151,Mobile,Edge
259,895,2024-09-23 20:12:24,2024-09-23 22:04:24,112,Desktop,Chrome
260,828,2025-07-24 20:51:05,2025-07-24 23:37:05,166,Tablet,Edge
261,869,2024-10-13 20:09:19,2024-10-13 20:14:19,5,Mobile,Chrome
262,945,2025-12-19 04:41:56,2025-12-19 08:19:56,218,Tablet,Firefox
263,30,2025-07-13 13:26:39,2025-07-13 15:04:39,98,Mobile,Safari
264,297,2025-01-06 17:17:42,2025-01-06 20:53:42,216,Desktop,Chrome
265,234,2024-07-13 13:27:49,2024-07-13 14:34:49,67,Tablet,Firefox
266,135,2026-05-25 20:07:10,2026-05-25 23:48:10,221,Desktop,Safari
267,224,2025-07-10 17:18:38,2025-07-10 19:45:38,147,Tablet,Chrome
268,617,2024-08-21 02:37:32,2024-08-21 05:20:32,163,Desktop,Safari
269,504,2026-04-28 12:42:21,2026-04-28 15:44:21,182,Mobile,Chrome
270,115,2025-12-02 01:35:57,2025-12-02 03:00:57,85,Tablet,Firefox
271,339,2025-07-25 23:52:42,2025-07-26 01:28:42,96,Tablet,Firefox
272,221,2024-11-12 00:08:17,2024-11-12 01:30:17,82,Tablet,Safari
273,14,2024-11-23 14:44:39,2024-11-23 17:45:39,181,Desktop,Firefox
274,350,2025-08-02 11:09:57,2025-08-02 14:25:57,196,Desktop,Firefox
275,125,2026-02-16 08:12:14,2026-02-16 10:21:14,129,Desktop,Edge
276,429,2025-05-15 17:59:38,2025-05-15 20:19:38,140,Mobile,Edge
277,217,2025-06-06 04:36:17,2025-06-06 05:38:17,62,Desktop,Safari
278,356,2026-06-01 15:25:15,2026-06-01 17:11:15,106,Tablet,Chrome
279,787,2025-01-23 09:35:04,2025-01-23 10:03:04,28,Tablet,Chrome
280,324,2025-11-24 23:16:42,2025-11-25 01:51:42,155,Tablet,Edge
281,710,2026-04-02 20:08:32,2026-04-02 20:57:32,49,Desktop,Safari
282,102,2025-06-30 05:55:51,2025-06-30 09:20:51,205,Tablet,Firefox
283,467,2025-02-02 20:16:17,2025-02-02 22:05:17,109,Tablet,Edge
284,605,2026-05-26 07:32:28,2026-05-26 09:36:28,124,Mobile,Chrome
285,83,2024-07-23 23:41:37,2024-07-24 01:50:37,129,Desktop,Safari
286,952,2025-01-31 15:28:34,2025-01-31 18:37:34,189,Mobile,Chrome
287,985,2024-07-07 11:05:03,2024-07-07 14:39:03,214,Tablet,Edge
288,615,2025-04-10 14:44:44,2025-04-10 16:08:44,84,Mobile,Firefox
289,287,2025-01-23 20:43:53,2025-01-23 22:34:53,111,Tablet,Firefox
290,216,2024-07-27 13:37:00,2024-07-27 16:35:00,178,Mobile,Firefox
291,242,2025-10-24 01:11:06,2025-10-24 03:55:06,164,Mobile,Chrome
292,522,2024-12-07 07:19:51,2024-12-07 09:08:51,109,Desktop,Safari
293,604,2025-06-25 03:46:57,2025-06-25 05:23:57,97,Tablet,Safari
294,25,2025-06-15 09:10:54,2025-06-15 11:31:54,141,Tablet,Safari
295,142,2026-04-30 02:21:13,2026-04-30 03:34:13,73,Mobile,Safari
296,906,2025-03-29 04:53:12,2025-03-29 05:09:12,16,Tablet,Edge
297,578,2026-06-22 09:18:57,2026-06-22 12:53:57,215,Tablet,Chrome
298,305,2024-12-17 12:01:31,2024-12-17 12:09:31,8,Tablet,Safari
299,290,2025-05-03 12:54:00,2025-05-03 15:29:00,155,Desktop,Edge
300,367,2026-03-02 14:48:06,2026-03-02 18:31:06,223,Desktop,Firefox
301,183,2026-04-17 20:13:19,2026-04-17 23:00:19,167,Mobile,Firefox
302,640,2025-12-09 23:55:23,2025-12-10 00:32:23,37,Mobile,Chrome
303,84,2025-07-15 23:25:03,2025-07-16 01:21:03,116,Desktop,Chrome
304,861,2025-01-21 06:49:06,2025-01-21 10:43:06,234,Mobile,Edge
305,930,2024-12-28 14:57:49,2024-12-28 15:11:49,14,Desktop,Edge
306,707,2025-06-02 18:27:33,2025-06-02 21:44:33,197,Mobile,Safari
307,632,2025-05-17 19:00:25,2025-05-17 20:22:25,82,Desktop,Firefox
308,730,2025-01-25 13:18:11,2025-01-25 14:49:11,91,Tablet,Firefox
309,836,2025-05-12 04:54:56,2025-05-12 08:48:56,234,Desktop,Firefox
310,337,2024-10-30 01:23:38,2024-10-30 02:38:38,75,Mobile,Firefox
311,575,2025-03-21 18:14:55,2025-03-21 20:38:55,144,Desktop,Chrome
312,995,2025-11-26 22:36:03,2025-11-26 22:43:03,7,Mobile,Chrome
313,351,2024-12-07 14:57:19,2024-12-07 16:25:19,88,Desktop,Firefox
314,878,2026-06-19 01:02:00,2026-06-19 03:27:00,145,Tablet,Firefox
315,533,2024-08-22 06:01:13,2024-08-22 07:03:13,62,Desktop,Firefox
316,161,2026-04-19 02:48:36,2026-04-19 05:55:36,187,Mobile,Firefox
317,111,2026-05-26 23:08:48,2026-05-26 23:34:48,26,Mobile,Firefox
318,520,2025-10-20 13:51:26,2025-10-20 17:33:26,222,Tablet,Safari
319,331,2026-01-29 08:43:39,2026-01-29 12:43:39,240,Mobile,Firefox
320,747,2026-05-17 15:03:35,2026-05-17 15:10:35,7,Mobile,Edge
321,223,2024-09-12 08:48:44,2024-09-12 11:02:44,134,Tablet,Safari
322,258,2025-11-15 10:26:05,2025-11-15 14:04:05,218,Desktop,Firefox
323,439,2025-06-07 10:21:17,2025-06-07 10:41:17,20,Tablet,Chrome
324,50,2024-11-03 20:42:17,2024-11-03 21:33:17,51,Tablet,Firefox
325,685,2026-01-22 20:08:00,2026-01-22 22:17:00,129,Mobile,Safari
326,685,2025-05-26 16:50:28,2025-05-26 20:38:28,228,Desktop,Chrome
327,394,2025-04-17 01:36:04,2025-04-17 03:10:04,94,Mobile,Chrome
328,187,2025-08-01 08:13:16,2025-08-01 10:36:16,143,Desktop,Safari
329,602,2026-04-10 15:01:14,2026-04-10 16:14:14,73,Desktop,Chrome
330,233,2026-01-17 19:58:41,2026-01-17 21:43:41,105,Desktop,Edge
331,363,2025-07-12 18:54:54,2025-07-12 22:43:54,229,Tablet,Edge
332,96,2025-01-20 18:15:39,2025-01-20 21:01:39,166,Desktop,Edge
333,856,2025-10-25 19:43:08,2025-10-25 22:23:08,160,Desktop,Safari
334,992,2025-06-04 02:09:00,2025-06-04 05:25:00,196,Tablet,Firefox
335,689,2026-01-28 06:54:56,2026-01-28 08:34:56,100,Tablet,Chrome
